Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
The Last Airbender,2010,M. Night Shyamalan,"['Noah Ringer', 'Dev Patel', 'Nicola Peltz', 'Jackson Rathbone', 'Shaun Toub', 'Aasif Mandvi', 'Cliff Curtis', 'Seychelle Gabriel', 'Katharine Houghton', 'Francis Guinan', 'Damon Gupton', 'Summer Bishil', 'Randall Duk Kim', ""John D'Alonzo"", 'Keong Sim', 'Dee Bradley Baker', 'John Noble', 'Ben Cooke', 'Roberto Lombardi', 'Ritesh Rajan', 'Jessica Jade Andres', 'M. Night Shyamalan']",0.5,1.12,https://letterboxd.com//film/the-last-airbender/
A Serbian Film,2010,Srđan Spasojević,"['Srđan Todorović', 'Sergej Trifunović', 'Jelena Gavrilović', 'Slobodan Beštić', 'Katarina Žutić', 'Andjela Nenadovic', 'Ana Sakić', 'Lidija Pletl', 'Lena Bogdanović', 'Luka Mijatović', 'Nenad Heraković', 'Čarni Đerić', 'Miodrag Krčmarik', 'Tanja Divnic', 'Marina Savić', 'Natasa Miljuš']",1.5,2.17,https://letterboxd.com//film/a-serbian-film/
Dik Trom,2010,Arne Toonen,"['Loes Haverkort', 'Fiona Livingston', 'Marcel Musters', 'Michael Nierse', 'Eva van der Gucht', 'Julien van Soest', 'Nils Verkooijen', 'Thijs Römer', 'Stephan Evenblij', 'Frans de Wit', 'Genio De Groot', 'Guus Dam', 'Patrick Stoof', 'Edward Reekers', 'Frank Evenblij', 'Sieger Sloot', 'Plien van Bennekom', 'Caspar Brakel', 'Max Davidse', 'Galyna Kyyashko']",nan,2.79,https://letterboxd.com//film/dik-trom/
Iep!,2010,Rita Horst,"['Ties Dekker', 'Diederik Ebbinge', 'Kenadie Jourdin']",nan,3.16,https://letterboxd.com//film/iep/
Kick-Ass,2010,Matthew Vaughn,"['Aaron Taylor-Johnson', 'Chloë Grace Moretz', 'Nicolas Cage', 'Christopher Mintz-Plasse', 'Mark Strong', 'Omari Hardwick', 'Xander Berkeley', 'Garrett M. Brown', 'Clark Duke', 'Evan Peters', 'Deborah Twiss', 'Lyndsy Fonseca', 'Sophie Wu', 'Elizabeth McGovern', ""Stu 'Large' Riley"", 'Michael Rispoli', 'Corey Johnson', 'Kenneth Simmons', 'Anthony Desio', 'Randall Batinkoff', 'Dexter Fletcher', 'Yancy Butler', 'Craig Ferguson', 'Jason Flemyng', 'Adrian Martinez', 'Joe Bacino', 'Johnny Hopkins', 'Ohene Cornelius', 'Carlos Besse Peres', 'Show All…', 'Russell Bentley', 'Tamer Hassan', 'Tim Plester', 'Hubert Boorder', 'Christopher McGuire', 'Max White', 'Dean Copkov', 'Jacob Cartwright', 'Maurice DuBois', 'Dana Tyler', 'Omar A. Soriano', 'Katrena Rochell', 'Kofi Natei', 'Dan Duran', 'Louis Young', 'Val Jobara', 'Quinn Smith', 'Kirk Tingblad', 'Peter Bartfay', 'Jason Salkey', 'Daphne Cheung', 'Russell De Rozario', 'Annie Cooper', 'Wayne Curnew', 'Tangara Jones', 'Rab Affleck', 'Alexander Hathaway']",3.5,3.47,https://letterboxd.com//film/kick-ass/
New Kids,2010,,nan,nan,3.22,https://letterboxd.com//film/new-kids/
Four Lions,2010,Chris Morris,"['Riz Ahmed', 'Nigel Lindsay', 'Kayvan Novak', 'Adeel Akhtar', 'Arsher Ali', 'Preeya Kalidas', 'Benedict Cumberbatch', 'Julia Davis', 'Craig Parkinson', 'Wasim Zakir', 'Mohammad Aqil', 'Karl Seth', 'Waleed Elgadi', 'Alex MacQueen', 'Shameem Ahmad', 'Jonathan Maitland', 'Marcus Garvey', 'Darren Boyd', 'Kevin Eldon', 'Adil Mohammed Javed']",2.5,3.77,https://letterboxd.com//film/four-lions/
Tucker and Dale vs. Evil,2010,Eli Craig,"['Alan Tudyk', 'Tyler Labine', 'Katrina Bowden', 'Philip Granger', 'Jesse Moss', 'Bill Baksa', 'Christie Laing', 'Chelan Simmons', 'Brandon Jay McLaren', 'Travis Nelson', 'Alex Arsenault', 'Adam Beauchesne', 'Joseph Allan Sutherland', 'Karen Reigh', 'Tye Evans', 'Mitchell Verigin', 'Angela DeCorte', 'Myles Pollard', 'Eli Craig', 'Sasha Williams']",nan,3.63,https://letterboxd.com//film/tucker-and-dale-vs-evil/
Anubis en de wraak van Arghus,2009,Dennis Bots,"['Loek Beernink', 'Lucien van Geffen', 'Iris Hesseling', 'Kevin Wekker']",4,2.95,https://letterboxd.com//film/anubis-en-de-wraak-van-arghus/
Avatar,2009,James Cameron,"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver', 'Stephen Lang', 'Michelle Rodriguez', 'Giovanni Ribisi', 'Joel David Moore', 'CCH Pounder', 'Wes Studi', 'Laz Alonso', 'Dileep Rao', 'Matt Gerald', 'Sean Anthony Moran', 'Jason Whyte', 'Scott Lawrence', 'Kelly Kilgour', 'James Patrick Pitt', 'Sean Patrick Murphy', 'Peter Dillon', 'Kevin Dorman', 'Kelson Henderson', 'David Van Horn', 'Jacob Tomuri', 'Michael Blain-Rozgay', 'Jon Curry', 'Julene Renee', 'Luke Hawker', 'Woody Schultz', 'Peter Mensah', 'Show All…', 'Sonia Yee', 'Jahnel Curfman', 'Ilram Choi', 'Kyla Warren', 'Alicia Vela-Bailey', 'Kyle Dryberg', 'Larry Rew', 'Dina Morrone']",3.5,3.29,https://letterboxd.com//film/avatar/
Stricken,2009,Reinout Oerlemans,"['Barry Atsma', 'Carice van Houten', 'Anna Drijver', 'Jeroen Willems', 'Sacha Bulthuis', 'Pierre Bokma', 'Gijs Scholten van Aschat', 'Walid Benmbarek', 'Yfke Wegman', 'Isabelle Moerman', 'Beppie Melissen', 'Mark Scholten', 'Wendell Jaspers', 'Eva Smid', 'Steef Cuijpers', 'Dirk Zeelenberg', 'Hilke Bierman', 'Fleur Vosse', 'David Lucieer', 'Anne Marie Michels', 'Viviane Windgassen']",nan,2.9,https://letterboxd.com//film/stricken-2009/
2012,2009,Roland Emmerich,"['John Cusack', 'Amanda Peet', 'Chiwetel Ejiofor', 'Woody Harrelson', 'Thandie Newton', 'Danny Glover', 'Oliver Platt', 'Tom McCarthy', 'Liam James', 'Morgan Lily', 'Beatrice Rosen', 'Johann Urb', 'John Billingsley', 'Ng Chin Han', 'Osric Chau', 'Lisa Lu', 'Chang Tseng', 'Blu Mankuma', 'George Segal', 'Stephen McHattie', 'Jimi Mistry', 'Ryan McDonald', 'Zlatko Burić', 'Philippe Haussmann', 'Alexandre Haussmann', 'Beverley Elliott', 'Patrick Bauchau', 'Tanya Champoux', 'Merrilyn Gann', 'Show All…', 'Henry O', 'Patrick Gilmore', 'Dean Marshall', 'Ron Selmour', 'Viv Leacock', 'Jason Diablo', 'Anna Mae Routledge', 'Jill Morrison', 'Chad Riley', 'Kevin Haaland', 'Jason Griffith', 'Alex Zahara', 'Donna Yamamoto', 'Doron Bell', 'David Orth', 'Ty Olsson', 'Agam Darshi', 'Raj Lal', 'Alexandra Castillo', 'Candus Churchill', 'Luis Javier', 'Sean Tyson', 'Jody Thompson', 'Michael Buffer', 'Dan Savoie', 'Frank C. Turner', 'Eddie Hassell', 'Andrei Kovski', 'Eve Harlow', 'Mateen Devji', 'Qayam Devji']",1.5,2.31,https://letterboxd.com//film/2012/
Zombieland,2009,Ruben Fleischer,"['Woody Harrelson', 'Jesse Eisenberg', 'Emma Stone', 'Abigail Breslin', 'Amber Heard', 'Bill Murray', 'Derek Graf', 'Elle Alexander', 'Melanie Booth', 'Chris Burns', 'Blaise Corrigan', 'Sydnie Dawson', 'Christina Klein', 'Amir Kovacs', 'Shaun Michael Lynch', 'Lynn McArthur', 'Jade Moser', 'Justin Price', 'Michelle Sebek', 'Victory Van Tuyl', 'Mike White']",3.5,3.55,https://letterboxd.com//film/zombieland/
Killer Bean Forever,2009,Jeff Lew,"['Vegas E. Trip', 'Bryan Session', 'Matthew Tyler', 'Jeff Lew', 'David Guilmette']",nan,3.48,https://letterboxd.com//film/killer-bean-forever/
Gamer,2009,"Brian Taylor, Mark Neveldine","['Gerard Butler', 'Logan Lerman', 'Michael C. Hall', 'Amber Valletta', 'Ludacris', 'Terry Crews', 'Johnny Whitworth', 'James Roday Rodriguez', 'Alison Lohman', 'Milo Ventimiglia', 'Aaron Yoo', 'John Leguizamo', 'Kyra Sedgwick', 'Zoë Bell', 'Ashley Rickards', 'Brighid Fleming', 'Nikita Ramsey', 'Jade Ramsey', 'Mimi Michaels', 'Sadie Alexandru', 'David Scott Rubin', 'Michael Weston', 'Noel Gugliemi', 'Keith David', 'Maggie Lawson', 'Antoinette Antonio', 'Donnie Smith', 'Samuel Witwer', 'Lloyd Kaufman', 'Show All…', 'Dylan Kenin', 'Ramsey Moore', 'Jonathan Chase', 'Dan Callahan', 'Keith Jardine', 'Joseph D. Reitman', 'John de Lancie', 'Jarvis W. George', 'Jai Stefan', 'Eidan Hanzei', 'Med Abrous', 'Efren Ramirez', 'Stephanie Mace']",nan,2.42,https://letterboxd.com//film/gamer/
District 9,2009,Neill Blomkamp,"['Sharlto Copley', 'Jason Cope', 'Nathalie Boltt', 'Sylvaine Strike', 'Elizabeth Mkandawie', 'John Sumner', 'William Allen Young', 'Nick Blake', 'Greg Melvill-Smith', 'Robert Hobbs', 'Vanessa Haywood', 'Rapulana Seiphemo', 'Morena Busa Sesatsa', 'Themba Nkosi', 'Mzwandile Nqoba', 'Barry Strydom', 'Jed Brophy', 'Louis Minnaar', 'Marian Hooman', 'Vittorio Leonardi', 'David Clatworthy', 'Michael Huff', 'David James', 'Tim Gordon', 'Anthony Bishop', 'Anthony Fridjhon', 'Eugene Khumbanyiwa', 'Melt Sieberhagen', 'Andre Odendaal', 'Show All…', 'Louise Saint-Claire', 'Norman Anstey', 'Nick Boraine', 'Brandon Auret', 'Jacques Gombault', 'Justin Strydom', 'Simo Mogwaza', 'Matt Stern', 'David Dukas', 'Daniel Hadebe', 'Bongo Mbutuma', 'Johnny Selema', 'Mandla Gaduka', 'Johan van Schoor', 'Stella Steenkamp', 'Mampho Brescia', 'Morne Erasmus', 'Hlengiwe Madlala', 'Siyabonga Radebe', 'Alan Glauber', 'Nicolas Herbstein', 'Sibulele Gcilitshana', 'Mahendra Raghunath', 'Phillip Mathebula', 'Claudine Bennent', 'Michelle Ayden', 'Antony Sarak', 'Billy Somagaca', 'Ryan Whittal', 'John Jacob', 'Yashik Maharaj', 'Fernando Saraiva', 'Sharon Waugh', 'Theunis Nel', 'Sonni Chidiebere', 'Danny Datnow', 'Wisani Mbokota', 'Craig Jackson', 'Justin Duplessis', 'Rodney Downey', 'Den Antonakas', 'Mashabela Galane', 'Mfazwe Sekobane', 'Nicholas Ratlou', 'Saint Gregory Nwokedi', 'Donalson Rabisi', 'Zephania Sibanda', 'Gideon Thodane', 'Mdu Mthabela', 'David Mikhethi', 'Jeffries Simelane', 'Shafique Allan', 'Wendy Mbatha', 'Leigh Mashupye', 'Beauty Setai', 'Nkiyase Mondlana', 'Kuda Rusike', 'Morena Setatsa', 'Mpho Molao', 'Ntombi Nkuua', 'Absalom Dikane', 'Monthandazo Thomo', 'Norman Thabalala', 'Siphiwe Mbuko', 'Shiela Nene', 'Neill Blomkamp', 'Trevor Coppola']",3.5,3.74,https://letterboxd.com//film/district-9/
Brüno,2009,Larry Charles,"['Sacha Baron Cohen', 'Gustaf Hammarsten', 'Clifford Bañagale', 'Josh Meyers', 'Toby Holguin', 'Robert Huerta', 'Gilbert Rosales', 'Thomas Rosales Jr.', 'Marco Xavier', 'Bono', 'Chris Martin', 'Elton John', 'Slash', 'Snoop Dogg', 'Sting', 'Kunal Nayyar', 'Heather Hahn', 'Filipa Beck', 'Lloyd Robinson', 'Paula Abdul', 'Denny Bond', 'Brittny Gastineau', 'Ron Paul', 'Gary Williams', 'Nicole DeFosset', 'Suzanne DeFosset', 'Yossi Alpher', 'Ghassan Khatib', 'Avraham Sela', 'Show All…', 'Adnan Al-Husseini', 'Ayman Abu Aita', 'Richard Bey', 'Jody Trautwein', 'Danny Shirley', 'Paul Cameron', 'Ronald Beams', 'Jeff Ballard', 'Emerson Brooks', 'Harrison Ford', 'David Hill', 'Hugh Holub', 'Todd Christian Hunter', 'James McCartney', 'Paul McCartney', 'Michelle McLaren', 'Fabrice Morvan', 'Frank Piciullo', 'Rob Pilatus', 'Miguel Sandoval', 'Frank Scozzari', 'Sandra Seeling', 'Stephen C. Sepher', 'Alexander von Roon', 'Gabby West']",nan,2.75,https://letterboxd.com//film/bruno/
Harry Potter and the Half-Blood Prince,2009,David Yates,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Tom Felton', 'Michael Gambon', 'Jim Broadbent', 'Alan Rickman', 'Helena Bonham Carter', 'Robbie Coltrane', 'Maggie Smith', 'Timothy Spall', 'David Thewlis', 'Julie Walters', 'Matthew Lewis', 'Evanna Lynch', 'Bonnie Wright', 'Oliver Phelps', 'James Phelps', 'Mark Williams', 'Warwick Davis', 'Natalia Tena', 'Katie Leung', 'Dave Legeno', 'Geraldine Somerville', 'Helen McCrory', 'Freddie Stroma', 'David Bradley', 'Frank Dillane', 'Hero Fiennes Tiffin', 'Show All…', 'Gemma Jones', 'Afshan Azad', 'Shefali Chowdhury', 'Georgina Leonidas', 'Devon Murray', 'Anna Shaffer', 'Josh Herdman', 'Jamie Waylett', 'Scarlett Byrne', 'Jessie Cave', 'Louis Cordice', 'Alfred Enoch', 'Robert Knox', 'William Melling', 'Paul Ritter', 'Isabella Laughland', 'Ralph Ineson', 'Suzanne Toase', 'Rod Hunt', 'Elarica Johnson', 'Ralph Fiennes', 'Nathan Clarke', 'Olivia Jewson', 'Caroline Wildi']",3,3.63,https://letterboxd.com//film/harry-potter-and-the-half-blood-prince/
The Hangover,2009,Todd Phillips,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Heather Graham', 'Sasha Barrese', 'Jeffrey Tambor', 'Ken Jeong', 'Rachael Harris', 'Mike Tyson', 'Mike Epps', 'Jernard Burks', 'Rob Riggle', 'Cleo King', 'Bryan Callen', 'Matt Walsh', 'Ian Anthony Dale', 'Michael Li', 'Sondra Currie', 'Gillian Vigman', 'Nathalie Fay', 'Chuck Pacheco', 'Jesse Erwin', 'Dan Finnerty', 'Keith Lyle', 'Brody Stevens', 'Todd Phillips', 'Mike Vallely', 'James Martin Kelly', 'Show All…', 'Murray Gershenz', 'Andrew Astor', 'Casey Margolis', 'Ken Flaherty', 'Joe Alexander', 'Constance Broge', 'Sue Pierce', 'Floyd Levine', 'Robert A. Ringler', 'Britt Barrett', 'Chauntae Davies', 'Alisa Allapach', 'Nicholas Furu', 'Angelica Flameno', 'Lily Winn', 'Katerina Moutsatsou', 'Faleolo Alailima', 'Rio Ahn', 'John Jason Bailey', 'Guile Branco', 'Joey Brander', 'Kaitlin Clark', 'Natalie Cohen', 'Cody Deal', 'Lanette Fugit', 'Charlene Geisler', 'David Hill', 'Mitch Holleman', 'Carrie Keagan', 'Stephanie Mathis', 'Anthony Mingilino', 'Richard Reid', 'Michael A. Rizza', 'Heather Roop', 'Joe Satriani', 'Jessica Simons', 'Tom Spano', 'Scott ""Carrot Top"" Thompson', 'Jaira Valenti', 'Victor Yerrid', 'Anat Gerber']",3,3.4,https://letterboxd.com//film/the-hangover/
Partly Cloudy,2009,Peter Sohn,"['Tony Fucile', 'Lori Richardson']",2.5,3.67,https://letterboxd.com//film/partly-cloudy/
Enter the Void,2009,Gaspar Noé,"['Paz de la Huerta', 'Nathaniel Brown', 'Cyril Roy', 'Olly Alexander', 'Masato Tanno', 'Ed Spear', 'Emily Alyn Lind', 'Jesse Kuhn', 'Nobuko Imai', 'Sakiko Fukuhara', 'Janice Béliveau-Sicotte', 'Sara Stockbridge', 'Stuart Miller', 'Emiko Takeuchi', 'Rumiko Kimishima']",3.5,3.71,https://letterboxd.com//film/enter-the-void/
Inglourious Basterds,2009,Quentin Tarantino,"['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz', 'Eli Roth', 'Michael Fassbender', 'Diane Kruger', 'Daniel Brühl', 'Til Schweiger', 'Gedeon Burkhard', 'Jacky Ido', 'B.J. Novak', 'Omar Doom', 'August Diehl', 'Denis Ménochet', 'Sylvester Groth', 'Martin Wuttke', 'Mike Myers', 'Julie Dreyfus', 'Léa Seydoux', 'Richard Sammel', 'Alexander Fehling', 'Rod Taylor', 'Samm Levine', 'Paul Rust', 'Michael Bacall', 'Arndt Schwering-Sohnrey', 'Petra Hartung', 'Volker Michalowski', 'Ken Duken', 'Show All…', 'Christian Berkel', 'Tina Rodriguez', 'Lena Friedrich', 'Ludger Pistor', 'Jana Pallaske', 'Wolfgang Lindner', 'Michael Kranz', 'Rainer Bock', 'André Penvern', 'Sebastian Hülk', 'Buddy Joe Hooker', 'Sönke Möhring', 'Carlos Fidel', 'Hilmar Eichhorn', 'Patrick Elias', 'Eva Löbau', 'Salvadore Brandt', 'Jasper Linnewedel', 'Wilfried Hochholdinger', 'Olivier Girard', 'Michael Scheel', 'Leo Plank', 'Andreas Tietz', 'Bo Svenson', 'Enzo G. Castellari', 'Christian Brückner', 'Samuel L. Jackson', 'Bela B', 'Noemi Besedes', 'Hélène Cardona', 'Jake Garber', 'Sabrina Rattey', 'Alex Boden', 'Guido Föhrweißer', 'Harvey Keitel', 'Andrew Napier', 'Gregory Nicotero', 'Quentin Tarantino', 'Vitus Wieser', 'Bea-Marie Rück', 'Daniela Schwerdt']",4,4.27,https://letterboxd.com//film/inglourious-basterds/
Up,2009,Pete Docter,"['Edward Asner', 'Christopher Plummer', 'Jordan Nagai', 'Bob Peterson', 'Delroy Lindo', 'Jerome Ranft', 'John Ratzenberger', 'David Kaye', 'Elie Docter', 'Jeremy Leary', 'Mickie McGowan', 'Danny Mann', 'Donald Fullilove', 'Jess Harnell', 'Josh Cooley', 'Pete Docter', 'Mark Andrews', 'Bob Bergen', 'Brenda Chapman', 'Emma Coats', 'John Cygan', 'Paul Eiding', 'Tony Fucile', 'Teresa Ganzel', 'Sherry Lynn', 'Laraine Newman', 'Teddy Newton', 'Jeff Pidgeon', 'Valerie LaPointe', 'Show All…', 'Jan Rabson', 'Bob Scott']",4,4.07,https://letterboxd.com//film/up/
Fullmetal Alchemist: Brotherhood,2009,,"['Romi Park', 'Rie Kugimiya', 'Shin-ichiro Miki', 'Kenta Miyake', 'Fumiko Orikasa', 'Megumi Takamoto', 'Hidekatsu Shibata', 'Mamoru Miyano', 'Kenji Utsumi', 'Biichi Satoh', 'Takashi Hikida', 'Minami Takayama', 'Yoko Soumi', 'Masayuki Omoro', 'Masuo Amada', 'Hiroyuki Yoshino', 'Unsho Ishizuka', 'Kazuki Yao', 'Tomoyuki Shimura', 'Yuichi Nakamura', 'Yūko Sanpei', 'Kaori Nazuka', 'Kenji Hamada', 'Ryuuzaburou Ootomo', 'Tetsu Shiratori', 'Showko Tsuda', 'Tetsuya Kakihara', 'Nana Mizuki']",4.5,4.54,https://letterboxd.com//film/fullmetal-alchemist-brotherhood/
Frogs & Toads,2009,Simone van Dusseldorp,"['Nino den Brave', 'Whitney Franker', 'Georgina Verbaan', 'Juul Vrijdag', 'Remko Vrijdag', 'Quintis Ristie', 'Thijs Goedknegt', 'Bartek Kowalczyk', 'Olaf Malmberg', 'Laura Mastwijk', 'Bert van der Roest', 'Wimie Wilhelm']",nan,3.05,https://letterboxd.com//film/frogs-toads/
The Girl with the Dragon Tattoo,2009,Niels Arden Oplev,"['Michael Nyqvist', 'Noomi Rapace', 'Lena Endre', 'Sven-Bertil Taube', 'Peter Andersson', 'Peter Haber', 'Marika Lagercrantz', 'Tomas Köhler', 'Gösta Bredefeldt', 'Björn Granath', 'Ewa Fröling', 'Stefan Sauk', 'Gunnel Lindblom', 'Willie Andréason', 'Ingvar Hirdwall', 'Annika Hallin', 'Sofia Ledarp', 'David Dencik', 'Michalis Koutsogiannakis', 'Yasmine Garbi', 'Julia Sporre', 'Fredrik Ohlsson', 'Jacob Ericksson', 'Barbro Enberg', 'Georgi Staykov', 'Emil Almén', 'Pale Olofsson', 'Mikael Rahm', 'Lennart R. Svensson', 'Show All…', 'Karl Oscar Törnros', 'Kalled Mustonen', 'Alexandra Pascalidou', 'Tehilla Blad', 'Christian Fiedler', 'Jan Mybrand', 'Reuben Sallmander', 'Henrik Kvarnlöt', 'Daniel Abreu']",3.5,3.71,https://letterboxd.com//film/the-girl-with-the-dragon-tattoo/
Watchmen,2009,Zack Snyder,"['Jackie Earle Haley', 'Patrick Wilson', 'Jeffrey Dean Morgan', 'Laura Mennell', 'Billy Crudup', 'Matthew Goode', 'Carla Gugino', 'Malin Åkerman', 'Matt Frewer', 'Stephen McHattie', 'Rob LaBelle', 'Gary Houston', 'James M. Connor', 'Mary Ann Burger', 'John Shaw', 'Robert Wisden', 'Jerry Wasserman', 'Don Thompson', 'Frank Novak', 'Sean Allan', 'Garry Chalk', 'Stephanie Belding', 'Michael Kopsa', 'William S. Taylor', 'Chris Burns', 'Malcolm Scott', 'Danny Wattley', 'Nhi Do', 'Walter Addison', 'Show All…', 'David Mackay', 'Keith Martin Gordey', 'Fulvio Cecere', 'Ted Cole', 'Mark Acheson', 'John Destry', 'Chris Gauthier', 'L. Harvey Gold', 'Jay Brazeau', 'Jesse Reid', 'Manoj Sood', 'Dan Payne', 'Niall Matter', 'Apollonia Vanova', 'Glenn Ennis', 'Darryl Scheelar', 'Clint Carleton', 'Brett Stimely', 'Carrie Genzel', 'Greg Travis', 'Greg Armstrong-Morris', 'Andrew Colthart', 'Bruce Crawford', 'Sal Sortino', 'Eli Snyder', 'Lori Watt', 'Tony Bardach', 'John Kobylka', 'Carmen Lavigne', 'J.R. Killigrew', 'Steven Stojkovic', 'Martin Reiss', 'Frank Cassini', 'John R. Taylor', 'Tara Frederick', 'Daryl Shuttleworth', 'Jaryd Heydrick', 'Ron Chartier', 'Carly Bentall', 'Matt Drake', 'Haley Guiel', 'Sonya Salomaa', 'Tyler McClendon', 'Salli Saffioti', 'Neil Schell', 'Michael Eklund', 'Deborah Finkel', 'Louis Chirillo', 'Marsha Regis', 'Patrick Sabongui', 'John Tench', 'Santo Lombardo', 'Jason Schombing', 'Darren Shahlavi', 'Marshall Virtue', 'Colin Lawrence', 'Chris Weber', 'Alessandro Juliani', 'Alison Araya', 'Sahar Biniaz', 'Matthew Harrison', 'Bernadeta Wrobel', 'Youri Obryvtchenko', 'Heidi Iro', 'Kit Noon', 'Parm Soor', 'Cristina Menz', 'Lynn Colliar', 'Tony Ali', 'Katie Bennison', 'Ian Farthing', 'Calvin Lee', 'Alexander Mandra', 'Isabelle Champeau', ""Ashley O'Connell"", 'Mark Gash', 'Suzanne E. Smith', 'Agam Darshi', 'Tom McBeath', 'Kevin McNulty', 'Mark Docherty', 'Clay St. Thomas', 'Dale Wolfe', 'Ken Tremblett', 'Dawn Chubai', 'Manuelita Kinsey', 'Tamara Stanners', 'Sahara Davis', 'Dave Hospes', 'Greig Hospess', 'Ali Dunn', 'Jeffrey Frieler', 'Kurt Evans', 'Sylvesta Stuart', 'Terence Kelly', 'Mi-Jung Lee', 'Ted Friend', 'Tiffany Burns', 'Michael Adamthwaite', 'Danny Woodburn', 'Zack Snyder', 'Clay Enos']",nan,3.56,https://letterboxd.com//film/watchmen/
Dead Snow,2009,Tommy Wirkola,"['Charlotte Frogner', 'Stig Frode Henriksen', 'Vegar Hoel', 'Lasse Valdal', 'Evy Kasseth Røsten', 'Ane Dahl Torp', 'Bjørn Sundquist', 'Jeppe Beck Laursen', 'Jenny Skavlan', 'Ørjan Gamst', 'Steinar Kaarstein', 'Caroline Thielemann', 'Tommy Wirkola']",nan,2.99,https://letterboxd.com//film/dead-snow/
42,2009,Gaspar Noé,['Nathaniel Brown'],nan,2.45,https://letterboxd.com//film/42-2009/
Marley & Me,2008,David Frankel,"['Owen Wilson', 'Jennifer Aniston', 'Eric Dane', 'Kathleen Turner', 'Alan Arkin', 'Nathan Gamble', 'Haley Bennett', 'Ann Dowd', 'Clarke Peters', 'Finley Jacobsen', 'Lucy Merriam', 'Bryce Robinson', 'Ben Hyland', ""Sarah O'Kelly"", 'Keith Hudson', 'Haley Hudson', 'Tom Irwin', 'Alec Mapa', 'Sandy Martin', 'Joyce Van Patten', 'Zabryna Guevara', 'Megan Grace', 'Haley Higgins', 'Ana Ayora', 'Matthew J. Walters', 'Nicole Herold', 'Paul Tei', 'Gaston Renaud', 'Angelina Assereto', 'Show All…', 'Emmett Robin', 'Lisa Varga', 'Dylan Henry', 'Stephen Lee Davis', 'Michael Baskin', 'Bradley Frishman', 'Eric Conger']",nan,3.15,https://letterboxd.com//film/marley-me/
Winter in Wartime,2008,Martin Koolhoven,"['Martijn Lakemeier', 'Melody Klaver', 'Yorick van Wageningen', 'Jamie Campbell Bower', 'Raymond Thiry', 'Anneke Blok', 'Mees Peijnenburg', 'Jesse van Driel', 'Dan van Husen', 'Ad van Kempen', 'Tygo Gernandt', 'Ben Ramakers', 'Tibo Vandenborre', 'Jens Roth', 'Peter Eberst']",nan,3.32,https://letterboxd.com//film/winter-in-wartime/
Dear Zachary: A Letter to a Son About His Father,2008,Kurt Kuenne,"['Kurt Kuenne', 'Andrew Bagby', 'David Bagby', 'Kathleen Bagby', 'Shirley Turner', 'Zachary Andrew Turner', 'Heather Arnold', 'Jon Atkinson', 'Bob Bagby', 'Earlene Bagby', 'James Bagby', 'Linda Bagby', 'Pat Bagby', 'Jason Baldwin', 'Derek Barnard', 'John Barnard', 'Paul Barnard', 'Pete Barnard']",4.5,4.24,https://letterboxd.com//film/dear-zachary-a-letter-to-a-son-about-his-father/
Madagascar: Escape 2 Africa,2008,"Eric Darnell, Tom McGrath","['Ben Stiller', 'Jada Pinkett Smith', 'David Schwimmer', 'Chris Rock', 'Cedric the Entertainer', 'Andy Richter', 'Bernie Mac', 'Alec Baldwin', 'Sacha Baron Cohen', 'Sherri Shepherd', 'Will.i.am', 'Elisa Gabrielli', 'Tom McGrath', 'Chris Miller', 'Christopher Knights', 'Conrad Vernon', 'Quinn Dempsey Stiller', 'Declan Swift', 'Fred Tatasciore', 'Eric Darnell', 'Willow Smith', 'Thomas Stanley', 'Zachary Gordon', 'Meredith Vieira', 'Lesley Stahl', 'Al Roker', 'David Soren', 'Phil LaMarr', 'Stephen Kearin', 'Show All…', ""Dan O'Connor"", 'Edie Mirman', 'Fergie', 'Harland Williams', 'Danny Jacobs', 'Bridget Hoffman', 'Terrence Hardy Jr.', 'Conner Rayburn', 'Holly Dorff', 'David P. Smith', 'Lynnanne Zager', 'Jackie Gonneau', 'John Eric Bentley', 'John DiMaggio']",2,2.84,https://letterboxd.com//film/madagascar-escape-2-africa/
"Synecdoche, New York",2008,Charlie Kaufman,"['Philip Seymour Hoffman', 'Samantha Morton', 'Jennifer Jason Leigh', 'Michelle Williams', 'Catherine Keener', 'Emily Watson', 'Tom Noonan', 'Sadie Goldstein', 'Hope Davis', 'Dianne Wiest', 'Kristen Bush', 'Alice Drummond', 'Amy Wright', ""Deirdre O'Connell"", 'Elizabeth Marvel', 'Charles Techman', 'Tom Greer', 'Josh Pais', 'Lynn Cohen', 'Jerry Adler', 'Daisy Tahan', 'Frank Girardeau', 'Peter Friedman', 'Daniel London', 'Robert Seay', 'Stephen Adly Guirgis', 'Joe Lisi', 'Michael Medeiros', 'Christopher Evan Welch', 'Show All…', 'William Ryall', 'Rosemary Murphy', 'John Rothman', 'Paul Sparks', 'Tim Guinee']",4,4.12,https://letterboxd.com//film/synecdoche-new-york/
