Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
Bronson,2008,Nicolas Winding Refn,"['Tom Hardy', 'Matt King', 'James Lance', 'Kelly Adams', 'Katy Barker', 'Amanda Burton', 'Andrew Forbes', 'Jon House', 'Juliet Oldfield', 'Mark Powley', 'Hugh Ross', 'Andrew St. John', 'Joe Tucker', 'Tracy Wiles', 'Luing Andrews', 'Jonny Phillips', 'Neil Broome', 'Paul Donnelly']",2.5,3.62,https://letterboxd.com//film/bronson/
Anubis en het pad der 7 zonden,2008,Dennis Bots,"['Achmed Akkabi', 'Vincent Banic', 'Loek Beernink', 'Filip Bolluyt', 'Sven de Wijn', 'Ton Feil', 'Frank Focketyn', 'Maryam Hassouni', 'Gamze Tazim', 'Lucien van Geffen', 'Vreneli van Helbergen', 'Marieke Westenenk', 'Egbert Jan Weeber', 'Walter Crommelin', 'Iris Hesseling']",5,3.19,https://letterboxd.com//film/anubis-en-het-pad-der-7-zonden/
Radeloos,2008,Dave Schram,"['Marius Gottlieb', 'Marloes van der Wel', 'Robin Martens', 'Roos Smit', 'Niels Oosthoek', 'Iliass Ojja', 'Monic Hendrickx', 'Victor Löw', 'Renée Soutendijk', 'Beau Schneider', 'Kees Boot', 'Hugo Haenen', 'Kees Hulst', 'Whoopie van Raam', 'David-Jan Bronsgeest']",nan,2.78,https://letterboxd.com//film/radeloos/
Martyrs,2008,Pascal Laugier,"['Mylène Jampanoï', 'Morjana Alaoui', 'Patricia Tulasne', 'Robert Toupin', 'Xavier Dolan', 'Juliette Gosselin', 'Catherine Bégin', 'Mike Chute', 'Anie Pascale', 'Jean-Marie Moncelet']",3.5,3.66,https://letterboxd.com//film/martyrs/
The Dark Knight,2008,Christopher Nolan,"['Christian Bale', 'Heath Ledger', 'Michael Caine', 'Gary Oldman', 'Aaron Eckhart', 'Maggie Gyllenhaal', 'Morgan Freeman', 'Nestor Carbonell', 'Monique Gabriela Curnen', 'Ron Dean', 'Ng Chin Han', 'Eric Roberts', 'Ritchie Coster', 'Anthony Michael Hall', 'Keith Szarabajka', 'Joshua Harto', 'Melinda McGraw', 'Nathan Gamble', 'Michael Jai White', 'Colin McFarlane', 'Nydia Rodriguez Terracina', 'Tom Lister Jr.', 'William Fichtner', 'Cillian Murphy', 'Patrick Leahy', 'Matt Skiba', 'David Dastmalchian', 'Michael Vieau', 'Michael Stoyanov', 'Show All…', 'William Smillie', 'Danny Goldring', ""Matthew O'Neill"", 'Olumiji Olawumi', 'Greg Beam', 'Erik Hellman', 'Beatrice Rosen', 'Vincenzo Nicoli', 'Edison Chen', 'Andy Luther', 'James Farruggio', 'Tom McElroy', 'Will Zahrn', 'James Fierro', 'Sam Derence', 'Jennifer Knox', 'Patrick Clear', 'Sarah Jayne Dunn', 'Charles Venn', 'Winston G. Ellis', 'Sophia Hinshelwood', 'Keith Kupferer', 'Joseph Luis Caballero', 'Richard Dillane', 'Daryl Satcher', 'Chris Petschler', 'Aidan Feore', 'Philip Bulcock', 'Paul Birchard', 'Walter Lewis', 'Vincent Riotta', 'Nancy Crane', 'K. Todd Freeman', 'Matt Shallenberger', 'Michael Andrew Gorman', 'Lanny Lutz', 'Peter DeFaria', 'Matt Rippy', 'Andrew Bicknell', 'Ariyon Bakare', 'Doug Ballard', 'Helene Wilson', 'Tommy Campbell', 'Craig Heaney', 'Lorna Gayle', 'Lisa McAllister', 'Peter Brooke', 'Joshua Rollins', 'Dale Rivera', 'Matthew Leitch', 'Thomas Gaitsch', 'William Armstrong', 'Adam Kalesperis', 'Tristan Tait', 'Bronson Webb', 'David Ajala', 'Gertrude Kyles', 'Jonathan Ryland', 'James Scales', 'Nigel Carrington', 'Ian Pirie', 'Lateef Lovejoy', 'Grahame Edwards', 'Roger Monk', 'Ronan Summers', 'Wai Wong', 'Michael Corey Foster', 'Hannah Gunn', 'Brandon Lambdin', 'Jon Lee Brody', 'Debbi Burns', 'Maritza Cabrera', 'Shirin Caiola', 'Laura Chernicky', 'Henry Milton Chu', 'Kelli Clevenger', 'Richard Divizio', 'Tony Domino', 'David Fultz', 'Natalie Hallam', 'Jordon Hodges', 'Erron Jay', 'Nicky Katt', 'Thomas Kosik', 'Don Kress', 'Tim Krueger', 'Dan Latham', 'Tom McComas', 'James Mellor', 'Joseph Oliveira', 'Buster Reeves', 'Peter Rnic', 'Amit Shah', 'Michelle Shields', 'Sofiya Smirnova', 'Bruce Spielbauer', 'Robert Patrick Stern', 'Robert Stone', 'Richard Strobel', 'Tom Townsend', 'John Turk', 'John Warman', 'Chris Wilson', 'Kevin Zaideman', 'Rob Clark']",4.5,4.42,https://letterboxd.com//film/the-dark-knight/
Mamma Mia!,2008,Phyllida Lloyd,"['Amanda Seyfried', 'Meryl Streep', 'Pierce Brosnan', 'Stellan Skarsgård', 'Colin Firth', 'Julie Walters', 'Christine Baranski', 'Rachel McDowall', 'Nancy Baldwin', 'Heather Emmanuel', 'Colin Davis', 'Ashley Lilley', 'Ricardo Montez', 'Mia Soteriou', 'Enzo Squillino Jr.', 'Dominic Cooper', 'Philip Michael', 'Chris Jarvis', 'George Georgiou', 'Hemi Yeroham', 'Maria Lopiano', 'Juan Pablo Di Pace', 'Norma Atallah', 'Myra McFadyen', 'Leonie Hill', 'Jane Foufas', 'Niall Buggy', 'Karl Bowe', 'Celestina Banjo', 'Show All…', 'Emrhys Cooper', 'Maria Despina', 'Gareth Davis', 'Charlotte Habib', 'Gareth Derrick', 'Jennifer Leung', 'Kage Douglas', 'Lydia Louisa', 'Phillip Dzwonkiewicz', 'Kristina MacMillan', 'Tommy Franzen', 'Lauri Owen', 'Tom Goodall', 'Joanne Sandi', 'Aykut Hilmi', 'Christie Saunders', 'Jamie Hughes-Ward', 'Emma Slater', 'Taylor James', 'Helen Soraya', 'Jack Jefferson', 'Caterina Spano', 'Peter Le Brun', 'Michelle Theunissen', 'Sebastien Torkia', 'Kitty Whitelaw', 'Dylan Turner', 'Nikki Davis-Jones', 'Ed White', 'Michelle Trimboli', 'Sean Williams', 'Kirsty Mather', 'Lee Honey-Jones', 'Rebecca Lee', 'Gareth Chart', 'Clare Louise Connolly', 'Sonny Lee Hymas', 'Kirsty Swain', 'Tim Stanley', 'Lisa Reynolds', 'Sara West', 'Claire Fishenden', 'Adrian Allan', 'Benny Andersson', 'Anthony Backman', 'Mackenzie Criswell', 'Lori Haley Fox', 'Shannon Frank', 'Sommer Garcia', 'Will Jeffs', 'Spencer Kayden', 'Kirk McGee', 'Meghan McLeod', 'Nikki Rapp', 'Björn Ulvaeus', 'Rita Wilson']",nan,3.48,https://letterboxd.com//film/mamma-mia/
Good Morning,2008,Satoshi Kon,nan,nan,3.79,https://letterboxd.com//film/good-morning-2008/
Kung Fu Panda,2008,"Mark Osborne, John Stevenson","['Jack Black', 'Dustin Hoffman', 'Angelina Jolie', 'Jackie Chan', 'Lucy Liu', 'David Cross', 'Randall Duk Kim', 'James Hong', 'Dan Fogler', 'Ian McShane', 'Seth Rogen', 'Michael Clarke Duncan', 'Wayne Knight', 'Kyle Gass', 'JR Reed', 'Laura Kightlinger', 'Tanya Haden', 'Stephen Kearin', 'Mark Osborne', 'John Stevenson', 'Jeremy Shipp', 'Melissa Cobb', 'Kent Osborne', 'Emily Burns', 'Stephanie Harvey', 'Riley Osborne']",nan,3.51,https://letterboxd.com//film/kung-fu-panda/
Indiana Jones and the Kingdom of the Crystal Skull,2008,Steven Spielberg,"['Harrison Ford', 'Cate Blanchett', 'Karen Allen', 'Shia LaBeouf', 'Ray Winstone', 'John Hurt', 'Jim Broadbent', 'Igor Jijikine', 'Dimitri Diatchenko', 'Ilia Volok', 'Emmanuel Todorov', 'Pasha D. Lychnikoff', 'Andrew Divoff', 'Venya Manzyuk', 'Alan Dale', 'Joel Stoffer', 'Neil Flynn', 'V.J. Foster', 'Chet Hanks', 'Brian Knutson', 'Dean Grimes', 'Sasha Spielberg', 'Nicole Luther', 'Sophia Stewart', 'Chris Todd', 'Dennis Nusbaum', 'T. Ryan Mooney', 'Audi Resendez', 'Helena Barrett', 'Show All…', 'Carlos Linares', 'Gustavo Hernandez', 'Maria Luisa Minelli', 'Nito Larioza', 'Ernie Reyes, Jr.', 'Jon Valera', 'Kevin Collins', 'Robert Baker', 'Andre Alexsen', 'Fileena Bahris', 'Jon Braver', 'Amanda Bromberg', 'Noelle Bruno', 'Chris Bryant', 'Tim Camarillo', 'Arnold Chon', 'Jared Christopherson', 'Marly Coronel', 'Martin Dew', 'Denholm Elliott', 'Erin Frederick', 'Andrew Goldfarb', 'Ted Grossman', 'Michael J. Jacyna', 'Joe Jagatic', 'Alexander Kaminer', 'Brendon John Kelly', 'Adam Kirley', 'Gregory Kudanovych', 'David LaVera', 'Jonathan Lomma', 'Janet Lopez', 'Michael Maddigan', 'Chuck Maldonado', 'Sean Marrinan', 'Steven A. Miller', 'Josh Mills', 'Ian Novotny', 'Adam Prakop', 'Ana Maria Quintana', 'Sam Rocco', 'Ilya Rockwell', 'Jason Roehm', 'Errol Sack', 'Philip J Silvera', 'Bogdan Szumilas', 'Bryan Thompson', 'Paul Thornton', 'John H. Tobin', 'Maria Zambrana', 'Dianne Zaremba', 'Ilya Jonathan Zaydenberg']",nan,2.5,https://letterboxd.com//film/indiana-jones-and-the-kingdom-of-the-crystal-skull/
Slumdog Millionaire,2008,Danny Boyle,"['Dev Patel', 'Saurabh Shukla', 'Anil Kapoor', 'Rajendranath Zutshi', 'Jeneva Talwar', 'Freida Pinto', 'Irrfan Khan', 'Azharuddin Mohammed Ismail', 'Ayush Mahesh Khedekar', 'Jira Banjara', 'Sheikh Wali', 'Mahesh Manjrekar', 'Sanchita Choudhary', 'Himanshu Tyagi', 'Sharib Hashmi', 'Virendra Chatterjee', 'Feroze Khan', 'Sunil Kumar Agrawal', 'Virender Kumar', 'Devesh Rawal', 'Rubina Ali', 'Ankur Vikal', 'Tiger', 'Chirag Parmar', 'Nazneen Shaikh', 'Farzana Ansari', 'Anupam Shyam', 'Salim Chaus', 'Harvinder Kaur', 'Show All…', 'Narendra Singh Bhati', 'Tanay Chheda', 'Ashutosh Lobo Gajiwala', 'Satya Mudgal', 'Janet de Vigne', 'William Relton', 'David Gilliam', 'Mia Drake', 'Kinder Singh', 'Christine Matovich Singh', 'Thomas Lehmkuhl', 'Siddesh Patil', 'Najma Shaikh', 'Saeeda Shaikh', 'Alka Satpute', 'Tabassum Khan', 'Tanvi Ganesh Lonkar', 'Sitaram Panchal', 'Nigel Caesar', 'Ajit Pandey', 'Kedar Thapar', 'Amit Leonard', 'Rajesh Kumar', 'Sagar Ghopalkar', 'Pradeep Solanki', 'Abdul Hamid Shaikh', 'Dheeraj Waghela', 'Shruti Seth', 'Arfi Lamba', 'Taira Colah', 'Varun Bagri', 'Ankur Tewari', 'Anjum Sharma', 'Madhur Mittal', 'Sarfaraz Khan', 'Syed Fazal Hussain', 'Umar Khan', 'Imran Hasnee', 'Homai Billimoria', 'Udayan Baijal', 'Sandeep Kaul', 'Rufee Ahmed', 'Rhea Lawyer', 'Deepali Dalvi', 'Anisha Nagar', 'Farrah Shaikh', 'Mamta Sharma', 'Neha M. Khatarawalla', 'Tanya Singh', 'Anand Tiwari', 'Faezeh Jalali', 'Meghana Jhalani', 'Rupali Mehra', 'Anju Singh', 'Saurabh Agarwal', 'Mark Boucher', 'Andre Nel', 'Yuvraj Singh', 'Sachin Tendulkar', 'Amitabh Bachchan']",3.5,3.75,https://letterboxd.com//film/slumdog-millionaire/
Iron Man,2008,Jon Favreau,"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges', 'Gwyneth Paltrow', 'Leslie Bibb', 'Bill Smitrovich', 'Paul Bettany', 'Jon Favreau', 'Shaun Toub', 'Faran Tahir', 'Clark Gregg', 'Peter Billingsley', 'Sayed Badreya', 'Tim Guinee', 'Will Lyman', 'Tom Morello', 'Marco Khan', 'Daston Kalili', 'Ido Mor', 'Kevin Foster', 'Garret Noël', 'Eileen Weisinger', 'Ahmed Ahmed', 'Fahim Fazli', 'Gerard Sanders', 'Tim Rigby', 'Russell Richardson', 'Nazanin Boniadi', 'Thomas Craig Plumer', 'Show All…', 'Robert Berkman', 'Stacy Stas', 'Lauren Scyphers', 'Frank Nyi', 'Marvin Jordan', 'Jim Cramer', 'Donna Evans', 'Reid Harper', 'Summer Kylie Remington', 'Ava Rose Williams', 'Vladimir Kubr', 'Callie Croughwell', 'Javan Tahir', 'Sahar Bibiyan', ""Patrick O'Connell"", 'Adam Harrington', 'Meera Simhan', 'Ben Newmark', 'Ricki Lander', 'Jeannine Kaspar', 'Sarah Cahill', 'Stan Lee', 'Zorianna Kit', 'Lana Kinnear', 'Nicole Lindeblad', 'Masha Lund', 'Gabrielle Tuite', 'Justin Rex', 'Tim Griffin', 'Joshua Harto', 'Micah A. Hauptman', 'James Bethea', 'Mike Cochrane', 'Flavia Manes Rossi', 'Samuel L. Jackson', 'Russell Bobbitt', 'Crystal Marie Denha', 'Laura Liguori', 'Anthony Martins', 'James M. Myers', 'America Olivo', 'Sylvette Ortiz', 'Ajani Perkins', 'Toi Rose', 'David Zyler']",3,3.72,https://letterboxd.com//film/iron-man-2008/
Dunya & Desie,2008,Dana Nechushtan,"['Maryam Hassouni', 'Eva van de Wijdeven', 'Mahjoub Benmoussa', 'Rachida Iaallala', 'Christine van Stralen', 'Theo Maassen', 'Iliass Ojja', 'Ilias Addab', 'Tygo Gernandt', 'Micha Hulshof', 'Nezha Karim', 'Marcel Musters', 'Alix Adams', 'Matthijs van de Sande Bakhuyzen']",nan,3.22,https://letterboxd.com//film/dunya-desie/
Taken,2008,Pierre Morel,"['Liam Neeson', 'Maggie Grace', 'Leland Orser', 'Famke Janssen', 'Jon Gries', 'David Warshofsky', 'Holly Valance', 'Katie Cassidy', 'Xander Berkeley', 'Olivier Rabourdin', 'Gérard Watkins', 'Marc Amyot', 'Arben Bajraktaraj', 'Radivoje Bukvić', 'Mathieu Busson', 'Michel Flash', 'Nicolas Giraud', 'Rubens Hyka', 'Camille Japy', 'Valentin Kalaj', 'Fani Kolarova', 'Goran Kostić', 'Christophe Kourotchkine', 'Edwin Krüger', 'Jalil Naciri', 'Anca Radici', 'Nathan Rippy', 'Héléna Soubeyrand', 'Tommy Spahija', 'Show All…', 'Anatole Taubman', 'Bertrand Treuil', 'Opender Singh', 'Christy Reese', 'George Hertzberg', 'Nabil Massad', 'Ivette González']",3.5,3.39,https://letterboxd.com//film/taken/
Astérix at the Olympic Games,2008,"Thomas Langmann, Frédéric Forestier","['Clovis Cornillac', 'Gérard Depardieu', 'Franck Dubosc', 'José Garcia', 'Stéphane Rousseau', 'Jean-Pierre Cassel', 'Mónica Cruz', 'Alain Delon', 'Benoît Poelvoorde', 'Vanessa Hessler', 'Michael Herbig', 'Santiago Segura', 'Bouli Lanners', 'Adriana Karembeu', 'Jérôme Le Banner', 'Alexandre Astier', 'Luca Bizzarri', 'Paolo Kessisoglu', 'Elie Semoun', 'Francis Lalanne', 'Michael Schumacher', 'Zinedine Zidane', 'Tony Parker', 'Sim', 'Patrice Thibaud', 'Stéphane De Groodt', 'Nathan Jones', 'Dany Brillant', 'Vincent Moscato']",nan,2.3,https://letterboxd.com//film/asterix-at-the-olympic-games/
Alvin and the Chipmunks,2007,Tim Hill,"['Jason Lee', 'David Cross', 'Cameron Richardson', 'Jane Lynch', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney', 'Veronica Alicino', 'Allison Karman', 'Tiara Parker', 'Kira Verrastro', 'Beth Riesgraf', 'Adriane Lenox', 'Don Tiffany', 'Frank Maharajh', 'Kevin Symons', 'Jayden Lund', 'Alexis Boyd', 'Kyndra Reevey', 'Jay Bird', 'Natalie Cohen', 'Kevin Fung', 'Kevin Fisher', 'Jillian Barberie', 'Lorne Green', ""Greg 'G-Spot' Siebel"", 'Oliver Muirhead', 'Erin Chambers', 'Chris Classic', 'Show All…', 'Adam Riancho', 'Axel Alba', 'Rosero McCoy', 'Criscilla Anderson', 'Tucker Barkley', 'Celestina Aladekoba', 'Laura Edwards', 'Christopher Scott', 'Miss Prissy', 'Bryan Gaw', 'Michelle Maniscalco', 'Nick Drago', 'Melanie Lewis', 'Ross Bagdasarian, Jr.', 'Janice Karman', 'Steve Vining', 'Colette Claire', 'Sommer Fehmel', 'Lisa Mason Lee', 'Rae Sunshine Lee', 'Eddie Mariano', 'Meghan Noone', 'Chris Rossi', 'Jameel Saleem', 'Melanie Stephens', 'Brianna Womick', 'Maria Zambrana']",nan,2.1,https://letterboxd.com//film/alvin-and-the-chipmunks/
De Scheepsjongens Van Bontekoe,2007,Steven de Jong,"['Pim Wessels', 'Martijn Hendrickx', 'Billy Zomerdijk', 'Reena Giasi', 'Peter Tuinman', 'Sanneke Bos', 'Cees Geel', 'Thomas Acda', 'Chris Zegers', 'Jack Wouterse']",nan,2.99,https://letterboxd.com//film/de-scheepsjongens-van-bontekoe/
The Mist,2007,Frank Darabont,"['Thomas Jane', 'Laurie Holden', 'Toby Jones', 'Marcia Gay Harden', 'Andre Braugher', 'William Sadler', 'Jeffrey DeMunn', 'Samuel Witwer', 'Chris Owen', 'Alexa Davalos', 'David Jensen', 'Frances Sternhagen', 'Nathan Gamble', 'Robert C. Treveiler', 'Melissa McBride', 'Andy Stahl', 'Buck Taylor', ""Brandon O'Dell"", 'Jackson Hurst', 'Brian Libby', 'Susan Malerstein', 'Mathew Greer', 'Juan Gabriel Pareja', 'Walter Fauntleroy', 'Amin Joseph', 'Kelly Collins Lintz', 'Ginnie Randall', 'Tiffany Morgan', 'Kim Wall', 'Show All…', 'Julio Cedillo', 'Ron Clinton Smith', 'Gregg Brazzel', 'Sonny Franks', 'Dodie Brown', 'Jay Amor', 'Kevin Beard', 'Jimmy Lee Jr.', 'Derek Cox-Berg', 'Cherami Leigh', 'Louis Herthum', 'Mike Martindale', 'Eric Kelly McFarland', 'Ritchie Montgomery', 'Ted Ferguson']",nan,3.4,https://letterboxd.com//film/the-mist/
Bee Movie,2007,"Steve Hickner, Simon J. Smith","['Jerry Seinfeld', 'Renée Zellweger', 'Jim Cummings', 'Matthew Broderick', 'Patrick Warburton', 'John Goodman', 'Chris Rock', 'Kathy Bates', 'Barry Levinson', 'Megan Mullally', 'Rip Torn', 'Oprah Winfrey', 'Michael Richards', 'Larry King', 'Larry Miller', 'David  Moses Pimentel', 'Chuck Martin', 'Brian Hopkins', 'John DiMaggio', 'Tress MacNeille', 'Simon J. Smith', 'Ray Liotta', 'Sting', 'Robert Jayne', 'Carl Kasell']",nan,2.67,https://letterboxd.com//film/bee-movie/
There Will Be Blood,2007,Paul Thomas Anderson,"['Daniel Day-Lewis', 'Paul Dano', 'Hope Elizabeth Reeves', 'Ciarán Hinds', ""Kevin J. O'Connor"", 'Dillon Freasier', 'Colleen Foy', 'Barry Del Sherman', 'David Willis', 'Hans Howes', 'Sydney McCallister', 'Paul F. Tompkins', 'Kevin Breznahan', 'Jim Meskimen', 'Erica Sullivan', 'Randall Carver', 'James Downey', 'David Warshofsky', 'Charles Thomas Doyle', 'Russell Harvard', 'Beau Smith', 'Mary Elizabeth Barrett', 'Brad Carr', 'Rhonda Reeves']",4,4.4,https://letterboxd.com//film/there-will-be-blood/
Harry Potter and the Order of the Phoenix,2007,David Yates,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Michael Gambon', 'Ralph Fiennes', 'Tom Felton', 'Alan Rickman', 'Robbie Coltrane', 'Maggie Smith', 'Helena Bonham Carter', 'Brendan Gleeson', 'Gary Oldman', 'Jason Isaacs', 'Imelda Staunton', 'Matthew Lewis', 'Bonnie Wright', 'James Phelps', 'Oliver Phelps', 'Evanna Lynch', 'Richard Griffiths', 'Fiona Shaw', 'Robert Hardy', 'Emma Thompson', 'Julie Walters', 'David Thewlis', 'Natalia Tena', 'Harry Melling', 'David Bradley', 'Mark Williams', 'Show All…', 'Katie Leung', 'Chris Rankin', 'Devon Murray', 'Alfred Enoch', 'Warwick Davis', 'Jamie Waylett', 'Josh Herdman', 'Shefali Chowdhury', 'Afshan Azad', 'Geraldine Somerville', 'Adrian Rawlins', 'Kathryn Hunter', 'George Harris', 'Peter Cartwright', 'Brigitte Millar', 'Sian Thomas', 'Apple Brook', 'William Melling', 'Jim McManus', 'Nick Shirm', 'Ryan Nelson', 'Sam Beazley', 'John Atterbury', 'Richard Leaf', 'Timothy Spall', 'Lauren Shotton', 'Nicholas Blane', 'Jason Boyd', 'Richard Macklin', 'Christopher Rithin', 'Tony Maudsley', 'Timothy Bateson', 'Jessica Hynes', 'Michael Wildman', 'Jason Piper', 'Arben Bajraktaraj', 'Peter Best', 'Richard Trinder', 'Richard Cubison', 'Tav MacDougall', 'Alec Hopkins', 'Robbie Jarvis', 'James Walters', 'Charles Hughes', 'James Utechin', 'James Payton', 'Lisa Wood', 'Cliff Lanning', 'Miles Jupp', 'Jamie Wolpert', 'Daisy Haggard', 'Nathan Clarke']",3,3.62,https://letterboxd.com//film/harry-potter-and-the-order-of-the-phoenix/
Transformers,2007,Michael Bay,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Tyrese Gibson', 'Rachael Taylor', 'Anthony Anderson', 'Jon Voight', 'John Turturro', ""Michael O'Neill"", 'Kevin Dunn', 'Julie White', 'Amaury Nolasco', 'Zack Ward', 'Patrick Mulderrig', 'Luis Echagarruga', 'Michael Trisler', 'Brian Shehan', 'Ashkan Kashanchi', 'Rizwan Manji', 'William Morgan Sheppard', 'C.J. Thomason', 'Bernie Mac', 'Carlos Moreno Jr.', 'Johnny Sanchez', 'John Robinson', 'Travis Van Winkle', 'Peter Jacobson', 'Glenn Morshower', 'Frederic Doss', 'Show All…', 'Charlie Bodin', 'Joshua Feinman', 'Chris Ellis', 'Brian Stepanek', 'Steven Ford', 'Michael Shamus Wiles', 'Andy Milder', 'Craig Barnett', 'Brian Prescott', 'Scott Peat', 'Colleen Porch', 'Jamie McBride', 'Wiley M. Pickett', 'Brian Reece', 'Samantha Smith', 'Ravi Patel', 'Rick Gomez', 'Andy Domingues', 'Mike Fisher', 'Colin Fickes', 'Tom Lenk', 'Jamison Yang', 'Esther Scott', 'Madison Mason', 'Jeremy Jojola', 'Jessica Kartalija', 'Andrew Altonji', 'Andrew Lewis Caldwell', 'J.P. Manoux', 'Pete Gardner', 'Sophie Bobal', 'Laurel Garner', 'Chip Hormess', 'Ray Toth', 'Michael Adams', 'Ron Henry', 'Benjamin Hoffman', 'Michael McNabb', 'Jason White', 'Adam Ratajczak', 'Maja Kljun', 'Michelle Pierce', 'Odette Annable', 'Bob Stephenson', 'Mason Rock Bay', 'Peter Cullen', 'Mark Ryan', 'Darius McCrary', 'Robert Foxworth', 'Jess Harnell', 'Hugo Weaving', 'Jimmie Wood', 'Reno Wilson', 'Charlie Adler', 'Michael Bay', 'Colton Haynes']",nan,2.86,https://letterboxd.com//film/transformers/
Ratatouille,2007,Brad Bird,"['Patton Oswalt', 'Ian Holm', 'Lou Romano', 'Brian Dennehy', 'Peter Sohn', ""Peter O'Toole"", 'Brad Garrett', 'Janeane Garofalo', 'Will Arnett', 'Julius Callahan', 'James Remar', 'John Ratzenberger', 'Teddy Newton', 'Tony Fucile', 'Jake Steinfeld', 'Brad Bird', 'Stéphane Roux', 'Andrea Boerries', 'Marco Boerries', 'Lindsey Collins', 'Thomas Keller', 'Brad Lewis', 'Lori Richardson', 'Jack Bird', 'Jamie Oliver']",4.5,4.08,https://letterboxd.com//film/ratatouille/
Surf's Up,2007,"Ash Brannon, Chris Buck","['Jeff Bridges', 'Shia LaBeouf', 'Zooey Deschanel', 'Jon Heder', 'James Woods', 'Diedrich Bader', 'Maddie Taylor', 'Courtnee Draper', 'Mario Cantone', 'Kelly Slater', 'Sal Masekela', 'Ash Brannon', 'Chris Buck', 'Brian Posehn', 'Rob Machado', 'Dana Belben', 'Reed Buck', 'Sherry Lynn', 'Mickie McGowan', 'Reese Elowe', 'Jack P. Ranjo', 'Bob Bergen', 'Jillian Bowen', 'Johanna Braddy', 'John Cygan', 'Bill Farmer', 'Andy Fischer-Price', 'Teresa Ganzel', 'Jesse Head', 'Show All…', 'Danny Mann', 'Alec Medlock', 'Laraine Newman', 'Jan Rabson', 'Meagan Moore', 'Marisa Theodore', 'Crawford Wilson', 'Jacob Zachar', 'Jess Harnell']",nan,3.12,https://letterboxd.com//film/surfs-up/
Pirates of the Caribbean: At World's End,2007,Gore Verbinski,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgård', 'Chow Yun-Fat', 'Bill Nighy', 'Geoffrey Rush', 'Jack Davenport', 'Kevin McNally', 'Tom Hollander', 'Naomie Harris', 'Jonathan Pryce', 'Keith Richards', 'Lee Arenberg', 'Mackenzie Crook', 'Greg Ellis', 'David Bailie', 'Martin Klebba', 'David Schofield', 'Lauren Maher', 'Vanessa Branch', 'Angus Barnett', 'Giles New', 'Reggie Lee', 'Dominic Scott Kay', 'Takayo Fischer', 'David Meunier', 'Ho-Kwan Tse', 'Andy Beckwith', 'Show All…', 'Peter Donald Badalamenti II', 'Christopher S. Capp', 'Hakeem Kae-Kazim', 'Ghassan Massoud', 'Omid Djalili', 'Michelle Lee', 'Huynh Quang', 'Ned Wertimer', 'Arnold Chon']",2.5,3.12,https://letterboxd.com//film/pirates-of-the-caribbean-at-worlds-end/
No Country for Old Men,2007,"Joel Coen, Ethan Coen","['Tommy Lee Jones', 'Javier Bardem', 'Josh Brolin', 'Woody Harrelson', 'Kelly Macdonald', 'Garret Dillahunt', 'Tess Harper', 'Barry Corbin', 'Stephen Root', 'Rodger Boyce', 'Beth Grant', 'Ana Reeder', 'Kit Gwin', 'Zach Hopkins', 'Chip Love', 'Eduardo Antonio Garcia', 'Gene Jones', 'Myk Watford', 'Boots Southerland', 'Kathy Lamkin', 'Johnnie Hector', 'Margaret Bowman', 'Thomas Kopache', 'Jason Douglas', 'Doris Hargrave', 'Rutherford Cravens', 'Matthew Posey', 'George Adelo', 'Mathew Greer', 'Show All…', 'Trent Moore', 'Marc Miles', 'Luce Rains', 'Philip Bentham', 'Eric Reeves', 'Josh Meyer', 'Chris Warner', 'Brandon Smith', 'Roland Uribe', 'Richard Jackson', 'Josh Blaylock', 'Caleb Landry Jones', 'Dorsey Ray', 'Angel H. Alvarado Jr.', 'David A. Gomez', 'Milton Hernandez', 'John Mancha', 'Albert Fry Jr.', 'Scott Flick', 'Elizabeth Slagsvol', 'Angelo Martinez']",3,4.27,https://letterboxd.com//film/no-country-for-old-men/
Secret Sunshine,2007,Lee Chang-dong,"['Jeon Do-yeon', 'Song Kang-ho', 'Jo Young-jin', 'Seon Jeong-yeop', 'Kim Young-jae', 'Park Myung-shin', 'Kim Mi-kyoung', 'Oh Man-seok', 'Chang Hyae-jin', 'Lee Sung-min', 'Kim Mi-hyang', 'Lee Hee-jun', 'Kim Jong-soo', 'Yeom Hye-ran', 'Lee Yun-hui', 'Go Seo-hee', 'Lee Dong-yong', 'Kim Min-jae']",3,4.0,https://letterboxd.com//film/secret-sunshine/
